age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,salary
30,Private,877239,5th-6th,2,Married-AF-spouse,Adm-clerical,Husband,Amer-Indian-Eskimo,Male,79836,21,46,Portugal,<=50K
32,Federal-gov,984190,Assoc-acdm,7,Widowed,Other-service,Other-relative,Other,Male,74532,1184,67,India,<=50K
72,State-gov,543524,7th-8th,2,Never-married,Transport-moving,Husband,Black,Female,52961,2732,9,Puerto-Rico,<=50K
32,Self-emp-not-inc,1217050,10th,9,Separated,Machine-op-inspct,Not-in-family,Amer-Indian-Eskimo,Male,11552,1557,29,Vietnam,<=50K
28,Private,882349,5th-6th,14,Separated,Priv-house-serv,Other-relative,Other,Male,20516,2910,91,India,<=50K
17,Private,132201,Prof-school,3,Married-AF-spouse,Adm-clerical,Husband,White,Male,37806,147,50,El-Salvador,<=50K
51,Local-gov,1084674,Masters,13,Divorced,Prof-specialty,Husband,Asian-Pac-Islander,Female,3516,3726,12,Mexico,>50K
64,Never-worked,438585,5th-6th,5,Married-civ-spouse,Sales,Husband,Black,Female,55985,3152,70,El-Salvador,>50K
71,Federal-gov,1258575,Prof-school,4,Separated,Armed-Forces,Not-in-family,White,Male,97974,3509,16,El-Salvador,>50K
84,State-gov,955840,Preschool,15,Married-AF-spouse,Armed-Forces,Husband,Amer-Indian-Eskimo,Female,43782,2862,80,Honduras,>50K
65,Private,301769,Assoc-voc,4,Never-married,Tech-support,Other-relative,Amer-Indian-Eskimo,Male,20693,854,27,Jamaica,<=50K
72,Self-emp-not-inc,55605,HS-grad,10,Separated,Other-service,Not-in-family,Black,Male,50714,1928,37,Japan,<=50K
32,State-gov,138102,10th,2,Married-spouse-absent,Sales,Other-relative,Amer-Indian-Eskimo,Male,7979,800,81,Vietnam,>50K
42,Federal-gov,376388,Assoc-voc,3,Married-spouse-absent,Armed-Forces,Other-relative,Asian-Pac-Islander,Female,96425,2294,11,Dominican-Republic,<=50K
39,Private,187264,Assoc-voc,16,Divorced,Other-service,Other-relative,Amer-Indian-Eskimo,Female,37850,3467,6,Columbia,<=50K
21,Self-emp-not-inc,985514,1st-4th,7,Divorced,Sales,Own-child,White,Female,88295,3184,57,Vietnam,<=50K
88,Without-pay,256735,HS-grad,5,Divorced,Other-service,Husband,Other,Female,95939,44,89,South,<=50K
34,State-gov,672127,Prof-school,15,Never-married,Adm-clerical,Other-relative,Amer-Indian-Eskimo,Female,75378,729,2,Haiti,<=50K
50,Without-pay,491718,1st-4th,14,Divorced,Transport-moving,Husband,White,Male,49105,133,64,Cuba,<=50K
43,Self-emp-inc,984565,Doctorate,4,Married-civ-spouse,Adm-clerical,Not-in-family,Other,Male,77790,1849,95,Hungary,<=50K
20,Never-worked,54611,11th,13,Married-civ-spouse,Craft-repair,Husband,Other,Male,7315,1382,99,India,<=50K
83,Never-worked,606819,Preschool,5,Never-married,Armed-Forces,Husband,Black,Female,73501,3612,91,South,<=50K
33,Self-emp-inc,1242872,Bachelors,13,Divorced,Sales,Other-relative,Asian-Pac-Islander,Male,65823,1028,59,Japan,<=50K
24,Self-emp-not-inc,376258,Masters,5,Never-married,Machine-op-inspct,Wife,White,Female,86806,3696,27,Canada,<=50K
42,Never-worked,1267286,Assoc-voc,11,Never-married,Other-service,Unmarried,Other,Male,69909,3643,83,El-Salvador,<=50K
27,Self-emp-inc,266300,11th,16,Never-married,Other-service,Not-in-family,White,Male,70648,3670,46,Philippines,>50K
90,Federal-gov,1066410,10th,4,Married-civ-spouse,Transport-moving,Wife,Black,Female,3522,2980,86,United-States,<=50K
30,Never-worked,429160,Bachelors,4,Married-AF-spouse,Sales,Wife,Other,Male,97030,3646,65,Laos,<=50K
39,Self-emp-inc,539206,Prof-school,4,Divorced,Protective-serv,Husband,White,Male,1295,1539,58,Hungary,<=50K
37,Never-worked,783971,Assoc-voc,8,Married-spouse-absent,Tech-support,Unmarried,Amer-Indian-Eskimo,Male,22483,2460,84,Philippines,>50K
18,Self-emp-not-inc,1056941,1st-4th,15,Married-spouse-absent,Craft-repair,Wife,Amer-Indian-Eskimo,Male,28046,966,42,Portugal,<=50K
17,Self-emp-inc,790750,HS-grad,14,Married-civ-spouse,Protective-serv,Not-in-family,Asian-Pac-Islander,Female,36692,112,84,Jamaica,<=50K
54,Federal-gov,861619,Bachelors,9,Separated,Craft-repair,Other-relative,Other,Male,49167,561,19,El-Salvador,<=50K
34,Federal-gov,439825,10th,8,Never-married,Armed-Forces,Own-child,Black,Female,36143,157,8,Portugal,>50K
23,Self-emp-not-inc,991307,Some-college,11,Separated,Tech-support,Wife,Other,Female,93054,4100,56,Japan,<=50K
38,Never-worked,116990,9th,14,Never-married,Handlers-cleaners,Other-relative,Amer-Indian-Eskimo,Male,82280,2536,96,Columbia,<=50K
37,State-gov,142187,Masters,9,Widowed,Adm-clerical,Other-relative,Black,Male,60257,1790,52,Portugal,>50K
48,State-gov,248122,Masters,9,Married-AF-spouse,Priv-house-serv,Not-in-family,Black,Male,43354,2085,8,Canada,>50K
90,State-gov,1305216,Some-college,6,Never-married,Handlers-cleaners,Other-relative,Amer-Indian-Eskimo,Male,79534,2330,59,Mexico,<=50K
39,State-gov,918520,12th,15,Widowed,Prof-specialty,Not-in-family,White,Female,14809,2284,15,Jamaica,<=50K
69,State-gov,527674,Bachelors,12,Never-married,Priv-house-serv,Not-in-family,Other,Female,66434,2807,14,Hungary,>50K
73,State-gov,936418,Bachelors,11,Married-AF-spouse,Prof-specialty,Not-in-family,Amer-Indian-Eskimo,Male,21255,371,57,Portugal,<=50K
20,State-gov,410230,HS-grad,14,Never-married,Priv-house-serv,Husband,White,Female,88810,1808,93,Columbia,<=50K
54,Never-worked,1095176,1st-4th,11,Never-married,Tech-support,Other-relative,Other,Female,54664,2434,5,Laos,<=50K
50,Self-emp-not-inc,589953,HS-grad,4,Never-married,Sales,Own-child,White,Female,86208,3807,29,Japan,<=50K
54,Local-gov,926929,Doctorate,12,Widowed,Tech-support,Other-relative,Amer-Indian-Eskimo,Female,41326,646,16,Haiti,<=50K
29,Self-emp-not-inc,377819,11th,3,Married-AF-spouse,Exec-managerial,Husband,Black,Male,2984,598,56,El-Salvador,<=50K
51,Self-emp-not-inc,64579,9th,3,Married-civ-spouse,Other-service,Husband,Amer-Indian-Eskimo,Female,30664,1231,9,Hungary,<=50K
26,Never-worked,1481781,9th,2,Never-married,Other-service,Own-child,Amer-Indian-Eskimo,Female,32086,3807,35,Philippines,>50K
86,Federal-gov,977889,12th,3,Married-civ-spouse,Protective-serv,Other-relative,Black,Male,87036,200,98,El-Salvador,<=50K
60,State-gov,967464,Assoc-voc,15,Separated,Exec-managerial,Other-relative,White,Male,24306,1240,63,Canada,>50K
19,State-gov,903931,11th,1,Widowed,Prof-specialty,Own-child,White,Female,82903,2221,75,United-States,>50K
54,Private,1337284,1st-4th,11,Widowed,Transport-moving,Wife,White,Female,1652,1216,29,Puerto-Rico,<=50K
85,Federal-gov,39819,Masters,15,Separated,Machine-op-inspct,Not-in-family,Black,Female,24493,2895,72,Canada,<=50K
71,Self-emp-not-inc,1418011,Masters,12,Married-spouse-absent,Prof-specialty,Unmarried,Other,Male,16061,2729,14,Vietnam,<=50K
37,Self-emp-inc,690960,Preschool,4,Married-AF-spouse,Craft-repair,Own-child,Black,Female,10590,3812,16,El-Salvador,<=50K
83,Self-emp-not-inc,871425,5th-6th,1,Married-civ-spouse,Farming-fishing,Other-relative,Asian-Pac-Islander,Female,22963,2898,7,Thailand,<=50K
30,State-gov,1398597,1st-4th,8,Widowed,Handlers-cleaners,Own-child,White,Female,28764,3878,57,Columbia,<=50K
35,Self-emp-not-inc,1195543,Assoc-voc,7,Married-spouse-absent,Machine-op-inspct,Wife,Asian-Pac-Islander,Male,99534,1729,75,United-States,<=50K
28,Federal-gov,529718,Bachelors,13,Divorced,Machine-op-inspct,Wife,Amer-Indian-Eskimo,Female,36009,2689,19,Puerto-Rico,>50K
85,Self-emp-inc,1350406,HS-grad,1,Married-civ-spouse,Protective-serv,Other-relative,Black,Female,73379,549,26,Canada,<=50K
70,Never-worked,135333,Prof-school,13,Separated,Handlers-cleaners,Not-in-family,Other,Female,83672,88,2,Puerto-Rico,<=50K
55,Without-pay,234015,Prof-school,12,Separated,Adm-clerical,Unmarried,Other,Female,18780,489,46,Canada,<=50K
66,Self-emp-inc,348205,Preschool,6,Married-civ-spouse,Priv-house-serv,Unmarried,Other,Female,65406,3324,12,Puerto-Rico,<=50K
36,Self-emp-inc,410132,Some-college,6,Never-married,Sales,Husband,Amer-Indian-Eskimo,Male,27917,2523,29,Portugal,>50K
22,State-gov,1007549,Masters,12,Widowed,Adm-clerical,Not-in-family,Other,Male,99862,3932,83,India,<=50K
79,State-gov,605917,9th,16,Married-civ-spouse,Protective-serv,Unmarried,White,Male,31964,2649,9,Dominican-Republic,<=50K
88,Local-gov,1269116,Assoc-acdm,6,Married-civ-spouse,Other-service,Husband,White,Female,58256,490,11,South,<=50K
19,Private,932917,1st-4th,12,Divorced,Farming-fishing,Own-child,Black,Female,68581,3601,59,Vietnam,<=50K
20,Private,907070,12th,10,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,96853,2693,13,South,<=50K
58,State-gov,1147916,Doctorate,3,Separated,Prof-specialty,Other-relative,Black,Female,69071,2720,75,El-Salvador,>50K
20,Federal-gov,618898,11th,14,Married-civ-spouse,Tech-support,Unmarried,Other,Female,3980,843,41,Japan,<=50K
70,Without-pay,522240,Prof-school,3,Never-married,Other-service,Unmarried,Black,Female,14233,1776,14,Thailand,<=50K
86,Private,172027,5th-6th,2,Widowed,Exec-managerial,Not-in-family,Asian-Pac-Islander,Male,86525,2874,26,Philippines,<=50K
37,Self-emp-not-inc,1257876,Doctorate,2,Separated,Farming-fishing,Own-child,Other,Female,46497,3009,4,Thailand,>50K
38,Without-pay,356587,Assoc-voc,7,Widowed,Prof-specialty,Unmarried,Asian-Pac-Islander,Female,10029,3357,41,Hungary,>50K
80,Never-worked,979505,Assoc-voc,4,Separated,Adm-clerical,Not-in-family,Amer-Indian-Eskimo,Female,15260,2127,14,India,>50K
43,State-gov,1180826,HS-grad,8,Divorced,Exec-managerial,Wife,Asian-Pac-Islander,Male,64861,2749,83,United-States,>50K
34,Private,562176,Some-college,16,Divorced,Prof-specialty,Wife,Black,Female,40920,3978,81,Portugal,<=50K
23,Private,254038,Some-college,2,Divorced,Exec-managerial,Wife,Black,Female,56230,2636,51,El-Salvador,<=50K
79,Never-worked,1018458,Bachelors,16,Widowed,Exec-managerial,Other-relative,Amer-Indian-Eskimo,Female,68241,2270,12,Jamaica,<=50K
85,Federal-gov,493056,Bachelors,6,Never-married,Tech-support,Wife,Other,Male,96664,3548,63,Germany,<=50K
22,Federal-gov,1271690,Assoc-acdm,5,Separated,Adm-clerical,Unmarried,Other,Male,72019,372,40,Portugal,<=50K
76,Never-worked,670775,Masters,2,Married-AF-spouse,Armed-Forces,Not-in-family,White,Female,58944,3629,48,Columbia,<=50K
28,Self-emp-not-inc,508859,Masters,4,Married-civ-spouse,Craft-repair,Other-relative,Asian-Pac-Islander,Female,8698,306,7,Hungary,<=50K
27,Self-emp-inc,1086967,Masters,16,Married-AF-spouse,Sales,Husband,White,Female,92315,1605,5,Columbia,<=50K
45,State-gov,584288,Masters,5,Widowed,Machine-op-inspct,Unmarried,Black,Male,72000,4085,89,Columbia,<=50K
49,Never-worked,1190270,Masters,13,Separated,Adm-clerical,Wife,Other,Male,16825,2675,92,Dominican-Republic,<=50K
80,Self-emp-inc,1034895,Assoc-voc,9,Widowed,Armed-Forces,Not-in-family,White,Male,51129,2457,20,Thailand,<=50K
68,Self-emp-not-inc,1319531,Assoc-acdm,1,Married-spouse-absent,Craft-repair,Other-relative,White,Female,31739,2292,14,Hungary,<=50K
27,Private,647611,Assoc-voc,8,Widowed,Protective-serv,Wife,Other,Female,51816,1892,15,Puerto-Rico,<=50K
60,Private,140662,10th,2,Married-civ-spouse,Exec-managerial,Unmarried,White,Female,81524,728,82,El-Salvador,<=50K
81,Self-emp-inc,274898,7th-8th,8,Married-AF-spouse,Sales,Own-child,Asian-Pac-Islander,Male,71403,1513,74,Portugal,>50K
65,Local-gov,19736,Doctorate,8,Married-civ-spouse,Prof-specialty,Husband,Black,Male,96947,4349,24,El-Salvador,<=50K
34,Federal-gov,1274840,Assoc-acdm,2,Separated,Prof-specialty,Unmarried,Other,Male,60135,186,50,Germany,>50K
26,Self-emp-not-inc,371855,12th,10,Married-spouse-absent,Handlers-cleaners,Not-in-family,White,Female,53026,4227,33,Dominican-Republic,<=50K
50,State-gov,310190,Masters,5,Married-spouse-absent,Protective-serv,Other-relative,Asian-Pac-Islander,Female,7373,830,94,Thailand,<=50K
51,Never-worked,908159,12th,13,Married-AF-spouse,Priv-house-serv,Unmarried,Other,Female,95118,2809,4,Vietnam,<=50K
43,Self-emp-not-inc,376407,Some-college,8,Widowed,Adm-clerical,Other-relative,Asian-Pac-Islander,Female,27579,1727,39,Canada,>50K
25,State-gov,1459555,HS-grad,14,Married-civ-spouse,Transport-moving,Unmarried,Black,Female,36745,2138,89,Columbia,<=50K
25,Local-gov,1295016,12th,4,Never-married,Sales,Unmarried,Black,Female,56246,461,30,Japan,<=50K
56,State-gov,678710,Doctorate,11,Married-spouse-absent,Transport-moving,Other-relative,Amer-Indian-Eskimo,Female,98625,56,52,United-States,>50K
86,Private,961169,9th,10,Married-spouse-absent,Exec-managerial,Other-relative,Asian-Pac-Islander,Female,89018,4264,17,Puerto-Rico,<=50K
61,State-gov,584049,Some-college,1,Married-civ-spouse,Exec-managerial,Own-child,Black,Female,36545,1114,74,South,>50K
49,State-gov,650251,Doctorate,3,Never-married,Tech-support,Own-child,Asian-Pac-Islander,Female,42439,2182,66,Vietnam,<=50K
85,State-gov,722504,10th,5,Never-married,Transport-moving,Husband,Asian-Pac-Islander,Female,19480,3135,32,Philippines,<=50K
68,Without-pay,576643,10th,6,Married-AF-spouse,Protective-serv,Own-child,White,Male,54731,3553,12,United-States,<=50K
70,State-gov,657527,Assoc-voc,15,Married-spouse-absent,Priv-house-serv,Wife,Amer-Indian-Eskimo,Male,47107,3210,44,India,<=50K
59,Never-worked,283129,Masters,13,Widowed,Craft-repair,Not-in-family,Asian-Pac-Islander,Female,81944,2173,61,Mexico,<=50K
73,State-gov,975692,Some-college,4,Separated,Machine-op-inspct,Husband,Black,Female,85392,3252,20,Philippines,<=50K
54,Federal-gov,112672,Bachelors,10,Married-civ-spouse,Exec-managerial,Not-in-family,Amer-Indian-Eskimo,Female,80967,2013,82,El-Salvador,<=50K
63,Without-pay,1356452,Bachelors,1,Married-spouse-absent,Machine-op-inspct,Not-in-family,Amer-Indian-Eskimo,Female,40796,859,77,India,<=50K
62,State-gov,1356515,Assoc-voc,15,Widowed,Exec-managerial,Not-in-family,Other,Male,23312,4039,61,Hungary,<=50K
72,Local-gov,319770,Preschool,12,Divorced,Machine-op-inspct,Other-relative,White,Male,44531,1707,38,Puerto-Rico,<=50K
83,Local-gov,78401,Bachelors,5,Never-married,Priv-house-serv,Other-relative,Black,Female,51617,1360,51,Germany,>50K
38,Self-emp-inc,720981,12th,11,Widowed,Handlers-cleaners,Wife,Amer-Indian-Eskimo,Female,60879,1823,41,Haiti,<=50K
68,Local-gov,103453,10th,1,Married-civ-spouse,Tech-support,Other-relative,Asian-Pac-Islander,Female,68829,453,90,Thailand,<=50K
19,Federal-gov,608491,9th,5,Married-spouse-absent,Transport-moving,Wife,Black,Male,17280,1126,72,India,<=50K
56,Self-emp-not-inc,1123977,Bachelors,9,Widowed,Craft-repair,Own-child,Asian-Pac-Islander,Female,85031,3663,43,Haiti,>50K
83,Federal-gov,469881,5th-6th,11,Divorced,Sales,Husband,Asian-Pac-Islander,Male,86970,2403,24,Honduras,<=50K
64,Never-worked,1333341,5th-6th,4,Separated,Protective-serv,Not-in-family,Other,Male,69987,1406,16,South,<=50K
36,Self-emp-inc,33660,9th,10,Divorced,Adm-clerical,Husband,Amer-Indian-Eskimo,Male,54644,4332,21,South,>50K
61,State-gov,1061321,Doctorate,2,Never-married,Sales,Own-child,Other,Male,64290,105,47,United-States,<=50K
43,Federal-gov,756640,Doctorate,3,Married-civ-spouse,Priv-house-serv,Unmarried,Other,Female,2476,2173,60,Vietnam,<=50K
49,Self-emp-inc,370101,Masters,1,Married-spouse-absent,Other-service,Unmarried,Other,Male,34953,432,87,Canada,<=50K
33,Federal-gov,648002,Doctorate,13,Never-married,Prof-specialty,Other-relative,Black,Female,45291,4278,84,Jamaica,<=50K
63,Never-worked,412337,1st-4th,10,Widowed,Machine-op-inspct,Unmarried,Asian-Pac-Islander,Female,48647,2726,44,Laos,<=50K
31,Private,928722,10th,4,Married-civ-spouse,Prof-specialty,Husband,White,Female,78867,823,4,Dominican-Republic,>50K
49,State-gov,1433312,Some-college,7,Married-AF-spouse,Sales,Husband,Black,Female,88904,465,65,South,>50K
86,Without-pay,753089,Some-college,13,Separated,Tech-support,Wife,Other,Female,31323,2921,5,El-Salvador,>50K
73,Self-emp-not-inc,1047087,11th,6,Divorced,Farming-fishing,Wife,Other,Male,80327,629,16,Columbia,<=50K
47,Without-pay,915926,Preschool,5,Divorced,Adm-clerical,Own-child,White,Male,85687,219,47,Germany,>50K
88,State-gov,1235875,Assoc-voc,7,Never-married,Protective-serv,Husband,White,Male,46898,1053,12,Haiti,<=50K
18,Self-emp-inc,843889,Masters,4,Married-AF-spouse,Farming-fishing,Unmarried,Other,Female,28168,3722,39,Philippines,<=50K
88,Self-emp-not-inc,672067,12th,13,Married-AF-spouse,Protective-serv,Own-child,Other,Female,90966,3503,49,Hungary,>50K
43,Never-worked,188695,Assoc-voc,15,Married-AF-spouse,Sales,Husband,Amer-Indian-Eskimo,Female,92858,2429,75,El-Salvador,<=50K
77,Self-emp-not-inc,1160075,1st-4th,4,Divorced,Priv-house-serv,Not-in-family,Other,Male,91410,1105,79,Hungary,<=50K
87,Never-worked,1339541,10th,15,Separated,Armed-Forces,Wife,Other,Male,86721,871,24,Germany,<=50K
61,State-gov,1461978,Preschool,9,Married-civ-spouse,Armed-Forces,Not-in-family,Other,Female,36844,4038,10,Germany,>50K
62,Without-pay,1091205,Some-college,11,Married-AF-spouse,Transport-moving,Husband,White,Female,38764,1417,79,Jamaica,<=50K
72,Self-emp-inc,539558,Assoc-acdm,16,Married-civ-spouse,Protective-serv,Other-relative,Amer-Indian-Eskimo,Female,54017,2324,48,South,<=50K
34,Private,1051997,11th,15,Married-AF-spouse,Armed-Forces,Husband,Other,Male,85177,2191,3,Thailand,<=50K
30,State-gov,486054,7th-8th,1,Divorced,Other-service,Unmarried,Amer-Indian-Eskimo,Female,43372,2880,50,Columbia,>50K
42,Self-emp-inc,1340825,Masters,2,Widowed,Sales,Unmarried,White,Male,25973,2490,37,United-States,<=50K
52,Local-gov,75766,11th,11,Married-spouse-absent,Adm-clerical,Own-child,Amer-Indian-Eskimo,Male,61663,3824,50,Laos,<=50K
71,Federal-gov,1339979,Masters,10,Never-married,Sales,Not-in-family,Asian-Pac-Islander,Male,58588,1223,62,Portugal,>50K
36,Self-emp-inc,1101689,Bachelors,11,Never-married,Prof-specialty,Not-in-family,White,Female,40612,2337,41,India,<=50K
58,State-gov,1326626,7th-8th,3,Married-AF-spouse,Prof-specialty,Unmarried,White,Female,21299,2006,25,Japan,<=50K
17,Local-gov,368022,Preschool,7,Widowed,Prof-specialty,Wife,Amer-Indian-Eskimo,Male,82633,2657,55,El-Salvador,>50K
19,State-gov,763376,Masters,8,Divorced,Craft-repair,Wife,Other,Female,89913,3530,76,Laos,<=50K
88,State-gov,387594,10th,13,Married-civ-spouse,Exec-managerial,Not-in-family,Asian-Pac-Islander,Male,74105,343,47,Thailand,<=50K
79,State-gov,1062919,Preschool,11,Never-married,Craft-repair,Husband,Asian-Pac-Islander,Female,65306,3030,3,Hungary,<=50K
80,Self-emp-inc,946464,7th-8th,11,Divorced,Adm-clerical,Wife,Black,Male,41221,1767,6,Germany,>50K
41,Without-pay,1034523,11th,6,Widowed,Sales,Unmarried,Black,Male,61526,3875,19,Vietnam,>50K
55,Self-emp-not-inc,1104358,12th,12,Never-married,Exec-managerial,Husband,Other,Female,29949,3150,62,Puerto-Rico,<=50K
66,Never-worked,78738,Assoc-acdm,2,Married-civ-spouse,Sales,Not-in-family,Amer-Indian-Eskimo,Female,69044,198,85,Cuba,<=50K
35,Without-pay,614581,Preschool,3,Widowed,Exec-managerial,Not-in-family,White,Female,52434,1259,87,Canada,<=50K
72,Local-gov,385682,Prof-school,7,Married-civ-spouse,Transport-moving,Wife,Asian-Pac-Islander,Male,54775,3795,89,Jamaica,>50K
68,Self-emp-not-inc,1408426,7th-8th,9,Married-civ-spouse,Prof-specialty,Own-child,White,Female,68850,2742,42,South,<=50K
47,Never-worked,794861,5th-6th,5,Separated,Prof-specialty,Husband,Asian-Pac-Islander,Female,55898,4067,84,Portugal,>50K
49,Local-gov,251313,1st-4th,3,Never-married,Priv-house-serv,Husband,Black,Male,43218,2042,19,Cuba,<=50K
39,Without-pay,592079,11th,9,Married-civ-spouse,Armed-Forces,Own-child,Black,Male,1552,329,5,Dominican-Republic,<=50K
76,Private,791768,Doctorate,2,Widowed,Farming-fishing,Wife,Asian-Pac-Islander,Male,36006,3010,59,Cuba,>50K
90,Self-emp-inc,492431,Assoc-acdm,4,Married-spouse-absent,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,39956,794,38,South,>50K
90,Self-emp-inc,924769,1st-4th,7,Divorced,Sales,Unmarried,Amer-Indian-Eskimo,Female,78113,153,14,Canada,>50K
74,Without-pay,1149348,5th-6th,9,Married-AF-spouse,Machine-op-inspct,Husband,White,Male,55743,4227,18,Mexico,<=50K
42,Federal-gov,924845,Preschool,2,Married-civ-spouse,Protective-serv,Own-child,Amer-Indian-Eskimo,Female,47557,1152,47,Hungary,<=50K
74,Private,867815,Masters,13,Separated,Sales,Unmarried,Black,Male,84800,628,34,El-Salvador,<=50K
35,Local-gov,983186,1st-4th,1,Married-spouse-absent,Tech-support,Unmarried,Black,Female,58046,3317,45,Philippines,>50K
83,Self-emp-not-inc,437452,Bachelors,8,Married-civ-spouse,Machine-op-inspct,Not-in-family,Other,Male,11614,852,62,Canada,<=50K
36,Federal-gov,949237,Preschool,16,Married-AF-spouse,Exec-managerial,Unmarried,Asian-Pac-Islander,Female,51254,2590,22,Canada,<=50K
46,Never-worked,88121,Preschool,15,Divorced,Armed-Forces,Not-in-family,Amer-Indian-Eskimo,Female,66850,4255,60,Hungary,<=50K
23,Federal-gov,1182512,HS-grad,15,Married-spouse-absent,Craft-repair,Own-child,Amer-Indian-Eskimo,Male,20736,3580,35,Cuba,>50K
23,Federal-gov,574198,Bachelors,12,Widowed,Exec-managerial,Own-child,Other,Female,56521,1625,55,Germany,>50K
46,Private,1215591,Preschool,3,Never-married,Machine-op-inspct,Husband,Asian-Pac-Islander,Female,83134,2508,75,Mexico,>50K
57,Federal-gov,387357,7th-8th,11,Married-civ-spouse,Exec-managerial,Own-child,Amer-Indian-Eskimo,Male,23854,2635,45,Honduras,<=50K
18,Never-worked,1457069,11th,3,Married-AF-spouse,Protective-serv,Wife,Other,Female,67919,3986,27,Germany,<=50K
79,Never-worked,781429,HS-grad,16,Never-married,Priv-house-serv,Unmarried,Amer-Indian-Eskimo,Male,57375,4210,93,Columbia,>50K
25,Never-worked,1401267,Masters,6,Separated,Craft-repair,Not-in-family,Asian-Pac-Islander,Male,92725,494,40,Germany,>50K
90,Self-emp-inc,444503,Masters,1,Divorced,Priv-house-serv,Husband,White,Female,93308,4054,10,Cuba,<=50K
37,Private,780797,12th,2,Never-married,Adm-clerical,Husband,Other,Female,8901,454,15,Philippines,<=50K
45,Self-emp-not-inc,1067597,Prof-school,2,Widowed,Armed-Forces,Unmarried,White,Male,51277,2190,4,Columbia,<=50K
28,Self-emp-not-inc,1055756,10th,6,Married-AF-spouse,Transport-moving,Husband,White,Female,71367,574,14,Thailand,<=50K
78,Private,385956,Doctorate,3,Married-AF-spouse,Transport-moving,Husband,White,Male,21109,2726,31,Dominican-Republic,<=50K
71,State-gov,607120,Bachelors,12,Married-AF-spouse,Adm-clerical,Own-child,Asian-Pac-Islander,Male,7775,1774,15,Philippines,>50K
22,Local-gov,352591,12th,12,Married-AF-spouse,Farming-fishing,Other-relative,Black,Male,7889,3914,33,United-States,>50K
24,State-gov,974017,1st-4th,4,Divorced,Protective-serv,Husband,Amer-Indian-Eskimo,Female,59320,465,79,Germany,>50K
62,Self-emp-not-inc,625833,Assoc-acdm,2,Married-civ-spouse,Craft-repair,Unmarried,Other,Male,83098,1086,61,El-Salvador,<=50K
81,State-gov,23288,1st-4th,13,Separated,Machine-op-inspct,Husband,Amer-Indian-Eskimo,Female,86777,3477,82,Haiti,<=50K
25,Private,444826,Doctorate,1,Married-civ-spouse,Transport-moving,Unmarried,Amer-Indian-Eskimo,Male,63043,2085,76,Columbia,<=50K
33,State-gov,555629,5th-6th,15,Widowed,Prof-specialty,Unmarried,Asian-Pac-Islander,Female,59440,3779,92,Haiti,>50K
57,Without-pay,841000,10th,5,Married-spouse-absent,Handlers-cleaners,Not-in-family,Black,Male,22462,304,38,Laos,<=50K
25,Self-emp-inc,1364073,1st-4th,1,Married-spouse-absent,Craft-repair,Wife,Amer-Indian-Eskimo,Female,29761,3316,10,Columbia,<=50K
39,Self-emp-inc,1466013,9th,12,Married-civ-spouse,Tech-support,Not-in-family,Amer-Indian-Eskimo,Female,86301,539,89,India,<=50K
17,Federal-gov,1010017,Some-college,9,Married-civ-spouse,Machine-op-inspct,Other-relative,Asian-Pac-Islander,Female,81372,2725,40,Germany,<=50K
53,Local-gov,1349153,9th,15,Separated,Prof-specialty,Wife,Asian-Pac-Islander,Female,80897,317,66,United-States,<=50K
69,Local-gov,37826,10th,2,Never-married,Other-service,Wife,Asian-Pac-Islander,Male,85469,417,27,Portugal,<=50K
47,Private,1283895,9th,7,Widowed,Exec-managerial,Unmarried,White,Male,35073,3691,8,Hungary,<=50K
35,Federal-gov,784876,5th-6th,9,Widowed,Farming-fishing,Unmarried,Asian-Pac-Islander,Female,5845,366,8,United-States,>50K
48,Local-gov,563050,7th-8th,6,Never-married,Tech-support,Wife,Other,Female,82636,1381,32,Thailand,<=50K
54,Local-gov,553110,Bachelors,1,Married-spouse-absent,Transport-moving,Wife,Amer-Indian-Eskimo,Male,34326,2237,42,Philippines,<=50K
29,State-gov,528618,Doctorate,2,Never-married,Other-service,Husband,Amer-Indian-Eskimo,Female,73393,1983,7,Honduras,<=50K
25,State-gov,1207748,9th,8,Widowed,Prof-specialty,Wife,White,Female,20560,3764,55,Vietnam,>50K
30,Federal-gov,690558,Some-college,9,Separated,Prof-specialty,Other-relative,White,Male,52313,2784,86,Haiti,<=50K
89,Local-gov,182038,1st-4th,7,Married-civ-spouse,Machine-op-inspct,Other-relative,Amer-Indian-Eskimo,Male,19071,2673,59,Philippines,<=50K
70,Self-emp-inc,1344185,Assoc-voc,10,Never-married,Farming-fishing,Not-in-family,Black,Male,30930,4064,61,El-Salvador,<=50K
26,Self-emp-inc,905159,10th,16,Married-AF-spouse,Transport-moving,Wife,Amer-Indian-Eskimo,Female,32043,2092,73,India,<=50K
39,Self-emp-inc,590134,10th,2,Never-married,Other-service,Wife,Amer-Indian-Eskimo,Male,81937,783,5,Canada,<=50K
47,Federal-gov,1064806,Preschool,3,Widowed,Machine-op-inspct,Wife,Amer-Indian-Eskimo,Male,58121,1594,97,Vietnam,<=50K
30,Private,530957,Preschool,9,Married-spouse-absent,Protective-serv,Wife,Black,Male,52068,2568,85,Germany,<=50K
